,track_id,track,artist,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,era
3777,7t8YCPj7svP6T1uUnMX2F4,Up Down Right Down Tik,DankMemez,103497,35,0.868,0.363,G,-14.24,major,0.111,0.302,0.84,0.155,0.5710000000000001,133.227,TIKTOK PHILIPPINES,20s
3779,3CsC4l3gWDE5bgtcU57v8F,Pac-Man,Michael Bars,152195,35,0.718,0.653,D,-11.413,major,0.259,0.363,1.25e-05,0.3389999999999999,0.3929999999999999,164.00599999999997,TIKTOK PHILIPPINES,20s
3780,7MJs18mNFmx3kAteTWo6kg,Living Young Wild and Free,Lil Heavy Chainz,199653,37,0.618,0.748,B,-7.508999999999999,minor,0.173,0.0433,0.0,0.118,0.701,95.144,TIKTOK PHILIPPINES,20s
3781,0NXZKlfkwicyexZHspYYYy,comethru,Danny Joseph,178886,30,0.764,0.302,C,-5.984,major,0.034,0.546,0.0,0.12,0.603,94.039,TIKTOK PHILIPPINES,10s
3782,7fuIgBCTGvFCz8lptbQTsy,My Last Made Me Feel like I Would Never Try Again,Life Loops,151536,39,0.735,0.556,A# / Bb,-5.731,minor,0.0411,0.0603,0.0,0.1119999999999999,0.241,126.974,TIKTOK PHILIPPINES,10s
3783,7z0bYtc3mTf0YuBpQK8arx,2002 - Remix,Shaun Reynolds,165000,22,0.8009999999999999,0.648,E,-6.198,major,0.119,0.563,1.57e-06,0.318,0.416,95.87,TIKTOK PHILIPPINES,10s
3784,3aVVkfWBlejJJ62cUfsNkt,Dilemma,Brown Skies,288623,22,0.647,0.768,C,-6.662000000000001,major,0.0877,0.168,0.0,0.121,0.623,167.887,TIKTOK PHILIPPINES,10s
3785,0X9MxHR1rTkEHDjp95F2OO,Bad Liar,Anna Hamilton,248448,64,0.691,0.2339999999999999,D# / Eb,-6.441,major,0.0285,0.777,0.0,0.12,0.209,87.103,TIKTOK PHILIPPINES,10s
3786,0bhDj0o96JkP35EeCqvJtu,I Could Dance Like Michael Jackson,Dem Rap Bolz,248292,2,0.63,0.615,G# / Ab,-7.221,minor,0.347,0.141,0.0,0.113,0.809,81.406,TIKTOK PHILIPPINES,20s
3787,416kFcOjpeI1AlkhcjAX9c,I Love U Baby,Mati Masildo,139086,33,0.79,0.61,B,-6.735,minor,0.0402,0.0015,0.0737,0.34,0.821,106.021,TIKTOK PHILIPPINES,20s
3788,0yrTX3vsy5dssGyNJMi12k,Medley: Tie / Fade / Letter,Rawi Djafar,188663,37,0.902,0.915,A,-4.386,major,0.0532,0.0883,0.000196,0.292,0.982,131.055,TIKTOK PHILIPPINES,10s
3789,2JsAC3Ceymj3NQ0ZgUskx9,Kimi No Toriko Best Loop,DJ Facemask,154357,54,0.903,0.313,D,-11.566,major,0.245,0.725,0.0,0.113,0.983,125.358,TIKTOK PHILIPPINES,20s
3791,1QryUTK18yO6PvsMKoTFHX,Close to You - Down Town Remix,Whigfield,298480,0,0.698,0.85,G,-5.94,major,0.0322,0.0255,0.00467,0.0783,0.588,101.986,TIKTOK PHILIPPINES,10s
3792,7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,193466,78,0.899,0.713,F# / Gb,-2.752,minor,0.366,0.255,0.0,0.0708,0.777,90.051,TIKTOK PHILIPPINES,00s
3793,2DGa7iaidT5s0qnINlwMjJ,The Spectre,Alan Walker,193787,72,0.654,0.711,C# / Db,-7.437,minor,0.0383,0.0214,0.00191,0.0903,0.198,127.957,TIKTOK PHILIPPINES,10s
3795,6mxS5jbYc1lCZTvPdtEZ3X,Circus,ShalomTeck,282000,43,0.99,0.631,A,-8.207,minor,0.0965,0.000414,0.54,0.0457,0.632,124.0,TIKTOK PHILIPPINES,20s
3796,3Gf5nttwcX9aaSQXRWidEZ,Ride Wit Me,Nelly,291781,75,0.85,0.7,G,-6.49,major,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,TIKTOK PHILIPPINES,00s
3797,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,206693,83,0.853,0.56,C# / Db,-4.961,major,0.0406,0.013,0.0,0.0944,0.86,134.066,TIKTOK PHILIPPINES,10s
3798,2e16qYRETg9t4qajNmhknX,Beautiful Girls - A Cappella,Sean Kingston,225920,9,0.8759999999999999,0.321,E,-12.175,major,0.221,0.821,0.0,0.315,0.674,129.717,TIKTOK PHILIPPINES,00s
3799,48LssaV9HGhvHPYpT2uUev,All I Want,INOJ,247361,55,0.745,0.589,A# / Bb,-5.659,minor,0.0382,0.136,6.36e-05,0.122,0.688,126.75,TIKTOK PHILIPPINES,90s
3800,3JNKdwk8D8eFeMaXVLJS2f,Ako'y Tinamaan,Reo Brothers,200826,30,0.527,0.919,A,-4.477,major,0.0648,0.0409999999999999,0.0,0.239,0.925,132.187,TIKTOK PHILIPPINES,10s
3803,1RPvV6Qb8YBHgF4yRaC0U1,Having You Near Me,Bugoy Drilon,271486,54,0.599,0.38,B,-9.466,major,0.032,0.1159999999999999,0.0,0.106,0.144,119.951,TIKTOK PHILIPPINES,20s
3804,1lbXEepatjRVjoG8pZMtdp,Dreams,Fleetwood Mac,254453,70,0.823,0.3379999999999999,C,-15.899,major,0.0413,0.139,0.00129,0.5,0.785,120.473,TIKTOK PHILIPPINES,80s
3806,2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,Miley Cyrus,231240,78,0.613,0.622,C# / Db,-5.794,minor,0.0334,0.00882,0.0,0.37,0.484,80.003,TIKTOK PHILIPPINES,10s
3807,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,241106,65,0.336,0.627,G,-7.462999999999999,major,0.0384,0.1639999999999999,0.0,0.0708,0.35,150.273,TIKTOK PHILIPPINES,90s
3808,7GHKA8GIMcND6c5nN1sFnD,Sexbomb,Tom Jones,211893,65,0.8009999999999999,0.8759999999999999,G# / Ab,-3.94,minor,0.0446,0.144,1.3800000000000002e-05,0.104,0.932,122.979,TIKTOK PHILIPPINES,90s
3809,5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),BTS,229773,84,0.645,0.862,B,-4.757,minor,0.0965,0.0923,0.0,0.192,0.7979999999999999,119.991,TIKTOK PHILIPPINES,10s
3810,00PYMeyU91Xt0j9UwmEpoX,Bassthoven,Kyle Exum,127593,62,0.802,0.733,A,-5.574,major,0.271,0.105,0.0,0.068,0.954,160.04399999999998,TIKTOK PHILIPPINES,20s
3811,18Ow2wSCiaWmFvbIB6y7u7,The Dance Song,Yung Raja,175687,38,0.877,0.583,A,-4.34,major,0.0692,0.276,0.00114,0.0856,0.759,111.973,TIKTOK PHILIPPINES,20s
3812,7yws3pF3FFguwT2Psi6c15,Do You Remember,Jay Sean,210306,52,0.855,0.6679999999999999,B,-4.892,major,0.0644,0.0242,0.0,0.102,0.8029999999999999,125.846,TIKTOK PHILIPPINES,00s
3813,6YUUQapDEqBF1yP3iHlsut,Insomnia,Craig David,207306,56,0.62,0.884,C# / Db,-4.127,major,0.0441,0.00595,1.1e-06,0.201,0.594,125.39,TIKTOK PHILIPPINES,10s
3814,5k5fWendNngd89O8JKoE8L,Better When I'm Dancin',Meghan Trainor,176266,75,0.7559999999999999,0.789,D,-7.002000000000001,major,0.0324,0.53,0.000711,0.157,0.873,127.987,TIKTOK PHILIPPINES,10s
3815,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),Justin Bieber,212093,84,0.6729999999999999,0.7040000000000001,F# / Gb,-8.056000000000001,major,0.36,0.196,0.0,0.0898,0.372,86.919,TIKTOK PHILIPPINES,20s
3816,33PqZiAyVTGfHDHpNW7IJ9,Glow,Sanjoy,219897,44,0.812,0.748,C# / Db,-5.055,minor,0.0547,0.0272,0.00237,0.0926,0.348,119.991,TIKTOK PHILIPPINES,20s
3817,6UKFMChLwo4TSY1qXEAd5t,"oh no, oh no, oh no no no",qtpie,172151,2,0.8,0.327,C,-4.497,major,0.0269,0.0131,0.775,0.114,0.22,88.016,TIKTOK PHILIPPINES,20s
3818,3wwsvLt8H5dxyqHVnmkhjc,Pajama Party Tok,Jastefy,294736,40,0.765,0.6509999999999999,B,-9.633,major,0.125,0.0814,9.66e-06,0.3289999999999999,0.7809999999999999,96.799,TIKTOK PHILIPPINES,20s
3822,2ePtv8MlBO9nuuXABqAfEX,SugarCrash!,ElyOtto,80080,85,0.748,0.7340000000000001,C,-6.499,major,0.124,0.524,1.15e-05,0.0975,0.368,97.753,TIKTOK PHILIPPINES,20s
3823,3YaRY9vbpnggTArCdGVXnS,Past Lives,Martin Arteta,134544,62,0.723,0.131,D# / Eb,-17.076,major,0.0353,0.922,0.0256,0.0775,0.16,116.049,TIKTOK PHILIPPINES,20s
3824,2V1oneSeRhiORKGq6i2cCa,Close To You,Whigfield,293799,48,0.693,0.8320000000000001,B,-6.117000000000001,minor,0.0319,0.0227,0.00613,0.0928,0.583,101.986,TIKTOK PHILIPPINES,90s
3825,4ai7c2BUjNpElhZdZDH7qF,Dahil Sa'Yo,Inigo Pascual,211200,53,0.764,0.894,C,-2.892,major,0.0327,0.2269999999999999,0.0,0.0906,0.963,99.986,TIKTOK PHILIPPINES,10s
3827,2nA2F3JwEj3FoR9Pxgnkln,Lalala - Oliver Heldens Remix,Y2K,249546,55,0.7509999999999999,0.8,D,-6.398,major,0.0375,0.000461,0.000521,0.132,0.48,126.007,TIKTOK PHILIPPINES,10s
3828,5nRKaef6cLaGeI14OhxS6I,Apollo!,EGOVERT,155742,44,0.779,0.563,C,-9.488,major,0.376,0.0564,0.0,0.183,0.504,184.904,TIKTOK PHILIPPINES,10s
3830,1rlIrbWboTRGeKfHhgbJRZ,FLIP THE SWITCH (feat. Drake),Quavo,156195,66,0.853,0.637,D# / Eb,-5.924,minor,0.331,0.129,0.0,0.267,0.496,86.04799999999999,TIKTOK PHILIPPINES,10s
3835,3OBSe1TgT7aRVVIj2Lq9Jq,Myself,Luki,142314,9,0.6759999999999999,0.494,G,-11.291,minor,0.0644,0.728,8.27e-05,0.0998,0.3379999999999999,80.984,TIKTOK PHILIPPINES,20s
3836,1li2UA33w6LQcVXt4Di5UA,Witch Doctor - Radio Mix,Cartoons,186560,57,0.873,0.942,C,-6.398,major,0.0466,0.0839,7.85e-05,0.233,0.97,136.035,TIKTOK PHILIPPINES,90s
3837,29ZnkwiHHKL5wm95vZ2BId,Bagaikan Langit - Remix Version,Putih Abu-Abu,190838,40,0.7440000000000001,0.75,B,-6.973,minor,0.0401,0.6,4.08e-05,0.236,0.8740000000000001,154.999,TIKTOK PHILIPPINES,20s
3839,400HuEeBDaTZSotSb1WJeI,Hands in the Fire,James Carter,176842,0,0.732,0.821,F# / Gb,-4.821000000000001,minor,0.0489,0.0317,0.000364,0.414,0.306,94.997,TIKTOK PHILIPPINES,10s
3846,78htI5S1AnKuHLbLcEQUZX,Malibu,The Paper Flowers,227630,12,0.555,0.765,E,-7.615,major,0.0295,0.0251,0.0134,0.307,0.888,147.998,TIKTOK PHILIPPINES,20s
3847,5xM801uXVrqhUb0PzeSLvJ,Cha Cha Slide,Mr. C,222080,2,0.8540000000000001,0.903,B,-6.821000000000001,minor,0.147,0.0423,0.00576,0.316,0.8140000000000001,131.02,TIKTOK PHILIPPINES,00s
3857,6Rb0ptOEjBjPPQUlQtQGbL,Hotel Room Service,Pitbull,237640,72,0.851,0.629,C# / Db,-8.385,major,0.175,0.00705,0.000372,0.0746,0.789,125.984,TIKTOK PHILIPPINES,00s
3858,5mMyuYMNDyOx9eRfKkEwyV,Corona Virus,LIL NIX,133093,0,0.784,0.3829999999999999,G# / Ab,-15.261,major,0.372,0.272,1.28e-05,0.485,0.866,74.956,TIKTOK PHILIPPINES,20s
3865,5NXhhe8EShJ11C5pV49h10,Oops (Baby I Love You),Aria X,219829,32,0.941,0.4679999999999999,D,-7.205,major,0.0446,0.855,7.979999999999999e-05,0.0873,0.943,104.995,TIKTOK PHILIPPINES,10s
3866,4Pbg79cTBu4vgSphoyNq3j,2002,Anne-Marie,186986,70,0.6970000000000001,0.6829999999999999,C# / Db,-2.881,minor,0.1169999999999999,0.0372,0.0,0.1369999999999999,0.603,96.133,TIKTOK PHILIPPINES,10s
3867,4MflGTO2ZTcSQ12bWcyRgI,"Honey, I'm Good.",Andy Grammer,199263,72,0.752,0.775,A,-7.289,major,0.0546,0.0324,0.0,0.351,0.595,122.014,TIKTOK PHILIPPINES,10s
3868,1IWNylpZ477gIVUDpJL66u,Sour Candy (with BLACKPINK),Lady Gaga,157706,70,0.752,0.87,A,-3.812,minor,0.0623,0.0604,1.12e-05,0.489,0.784,120.006,TIKTOK PHILIPPINES,20s
3869,470BH6wknYwwjRogz6qpUK,The Spanish Cha Cha,B Free TMT,99375,2,0.758,0.847,F,-5.9,major,0.166,0.0119,4.08e-05,0.128,0.345,127.927,TIKTOK PHILIPPINES,20s
3870,1ym6oTTnB6yK8qXN6Y0ln8,Art To Love Me,Lilianna Wilde,144387,15,0.753,0.306,C,-13.737,major,0.113,0.326,0.0009369999999999,0.2339999999999999,0.537,151.07299999999998,TIKTOK PHILIPPINES,20s
3871,6BBcBnaEnxVYCojcVhGrMF,Take Out,FreshDuzIt,206658,15,0.909,0.401,C# / Db,-7.027,major,0.325,0.0132,0.0,0.105,0.5770000000000001,139.96200000000002,TIKTOK PHILIPPINES,20s
3874,2oENJa1T33GJ0w8dC167G4,Fire Burning,Sean Kingston,239986,71,0.8390000000000001,0.804,C# / Db,-2.513,major,0.0329,0.0192,0.0,0.331,0.888,122.973,TIKTOK PHILIPPINES,00s
3875,2fQxE0jVrjNMT9oJAXtSJR,Domino,Jessie J,231840,74,0.758,0.557,G,-4.5680000000000005,major,0.034,0.0117,0.0,0.0418,0.7809999999999999,126.986,TIKTOK PHILIPPINES,10s
3876,0jGIMIyoRaZPx9tuO69Kvb,Rebel,Zum,135882,64,0.7979999999999999,0.741,G,-4.868,minor,0.129,0.62,0.0,0.304,0.8859999999999999,101.961,TIKTOK PHILIPPINES,20s
3877,1TlpbpfYVARNDAafsXN217,Date Ur Fada,Ebony,215693,54,0.895,0.657,D,-5.892,major,0.0683,0.255,0.0,0.2769999999999999,0.929,105.1,TIKTOK PHILIPPINES,10s
3878,6i6fnhgCv3zvpZAHtBDDvj,Do Dat (Tik Tok Resume),Semme,110704,49,0.923,0.439,C,-8.394,minor,0.0751,0.00577,0.0,0.0612,0.335,142.006,TIKTOK PHILIPPINES,20s
3879,6b3b7lILUJqXcp6w9wNQSm,Cheap Thrills (feat. Sean Paul),Sia,224813,69,0.5920000000000001,0.8,F# / Gb,-4.931,minor,0.215,0.0561,2.01e-06,0.0775,0.728,89.97200000000001,TIKTOK PHILIPPINES,10s
3880,2xRGPubKBTHX6iyrpQvtCy,Wet The Bed (feat. Ludacris),Chris Brown,266306,61,0.58,0.66,F# / Gb,-7.405,minor,0.0429,0.0166,0.0,0.174,0.411,123.801,TIKTOK PHILIPPINES,10s
3881,3LN41NUdHkyNqQhi9gExMm,Hypnotized (feat. Akon),Plies,188493,67,0.84,0.5710000000000001,A# / Bb,-7.421,major,0.0797,0.16,0.0,0.406,0.617,116.59,TIKTOK PHILIPPINES,00s
3890,1QvRcHM4BULobgQNnWny35,When I Look At You,Alex Edmonds,245761,41,0.515,0.484,F# / Gb,-4.925,major,0.0277,0.124,0.0,0.12,0.218,137.937,TIKTOK PHILIPPINES,10s
3891,1ZLrDPgR7mvuTco3rQK8Pk,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,192452,75,0.737,0.747,A# / Bb,-4.8180000000000005,major,0.0323,0.2689999999999999,0.0,0.2189999999999999,0.447,105.943,TIKTOK PHILIPPINES,10s
3892,2KIm09Qg1riVQAhAFeLCY6,summertime,Rainych,272937,49,0.7140000000000001,0.68,F,-8.865,minor,0.0302,0.204,4.52e-05,0.195,0.741,132.007,TIKTOK PHILIPPINES,20s
3893,0iw0EuzmMKMYvZuQYW8DBA,Beautiful Scars,Maximillian,194757,0,0.7,0.457,G,-8.667,major,0.0621,0.369,0.0,0.106,0.433,144.905,TIKTOK PHILIPPINES,10s
3894,0y8Wf6ltWpGCpgqVa21QNX,After the Afterparty (feat. Lil Yachty),Charli XCX,219480,56,0.653,0.794,G,-3.828,major,0.0894,0.121,0.0,0.365,0.645,93.008,TIKTOK PHILIPPINES,10s
3902,5n0RY0Rmjbi7X4JBzsnF81,Sa Mau Koi Ko Mau Dia,Xb Gang,181138,0,0.857,0.547,F# / Gb,-12.383,major,0.0403,0.0878,0.0196,0.0288,0.972,130.001,TIKTOK PHILIPPINES,20s
3903,15iosIuxC3C53BgsM5Uggs,All Night,Icona Pop,187026,61,0.6,0.905,C# / Db,-3.41,minor,0.0357,0.00274,0.0,0.831,0.636,124.032,TIKTOK PHILIPPINES,10s
3904,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,183290,84,0.7929999999999999,0.7929999999999999,B,-4.521,minor,0.083,0.0123,0.0,0.0951,0.679,123.95,TIKTOK PHILIPPINES,20s
3905,4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),Bazzi,180000,75,0.638,0.7170000000000001,D,-4.722,major,0.0337,0.346,0.0,0.105,0.249,100.027,TIKTOK PHILIPPINES,10s
3910,5bt5mhA34P1Dncbik5EGeJ,Build Me Up Buttercup,Lara Anderson,175560,58,0.607,0.1669999999999999,C,-13.007,major,0.0902,0.885,0.0,0.165,0.469,122.627,TIKTOK PHILIPPINES,10s
3911,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,193613,76,0.703,0.868,G,-4.6610000000000005,minor,0.0291,0.15,0.132,0.104,0.733,121.03,TIKTOK PHILIPPINES,10s
3915,1oIdcFtf58sZbS7QyZQJ2P,Run Free,Deep Chills,170562,64,0.727,0.69,G,-4.559,major,0.0345,0.2019999999999999,3.27e-06,0.414,0.6990000000000001,100.002,TIKTOK PHILIPPINES,10s
3916,3vvvVeh0CDDJObHWhwISE6,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,210328,0,0.8240000000000001,0.8540000000000001,G# / Ab,-5.312,major,0.177,0.016,4.95e-05,0.1169999999999999,0.8959999999999999,95.114,TIKTOK PHILIPPINES,20s
3917,1Fj6XOXzgYHGne38kf9ttB,Say Meow Meow - 歌曲《學貓叫》英文版,CELINE,241146,40,0.7909999999999999,0.846,F# / Gb,-2.393,major,0.0345,0.2769999999999999,0.0,0.0977,0.813,114.982,TIKTOK PHILIPPINES,10s
3918,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,Kina,187931,80,0.522,0.128,E,-18.717,major,0.0357,0.894,0.026,0.0941,0.124,109.986,TIKTOK PHILIPPINES,10s
